time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721325693.238537,500m,456m,1000Mi,430Mi,medium
1721325696.282037,500m,456m,1000Mi,430Mi,medium
1721325699.3213687,500m,456m,1000Mi,430Mi,medium
1721325702.4055288,500m,459m,1000Mi,430Mi,medium
1721325705.4494135,500m,459m,1000Mi,430Mi,medium
1721325708.48789,500m,459m,1000Mi,430Mi,medium
1721325711.5340462,500m,459m,1000Mi,430Mi,medium
1721325714.5819669,500m,459m,1000Mi,430Mi,medium
1721325717.6504347,500m,459m,1000Mi,430Mi,medium
1721325720.6938205,500m,459m,1000Mi,430Mi,medium
1721325723.7363482,500m,459m,1000Mi,430Mi,medium
1721325726.781535,500m,459m,1000Mi,430Mi,medium
1721325729.8749123,500m,459m,1000Mi,430Mi,medium
1721325733.0054822,500m,463m,1000Mi,430Mi,medium
1721325736.0485818,500m,463m,1000Mi,430Mi,medium
1721325739.5132964,500m,463m,1000Mi,430Mi,medium
1721325742.5545497,500m,463m,1000Mi,430Mi,medium
1721325745.599883,500m,463m,1000Mi,430Mi,medium
1721325748.6452172,500m,463m,1000Mi,430Mi,medium
1721325751.6916587,500m,463m,1000Mi,430Mi,medium
1721325754.738052,500m,463m,1000Mi,430Mi,medium
1721325757.7817278,500m,463m,1000Mi,430Mi,medium
1721325760.8246453,500m,471m,1000Mi,430Mi,medium
1721325763.8698156,500m,471m,1000Mi,430Mi,medium
1721325766.9139442,500m,471m,1000Mi,430Mi,medium
1721325769.9518106,500m,471m,1000Mi,430Mi,medium
1721325772.9889452,500m,471m,1000Mi,430Mi,medium
1721325776.0340607,500m,471m,1000Mi,430Mi,medium
1721325779.0875828,500m,471m,1000Mi,430Mi,medium
1721325782.1335258,500m,471m,1000Mi,430Mi,medium
1721325785.1862524,500m,471m,1000Mi,430Mi,medium
1721325788.235095,500m,471m,1000Mi,430Mi,medium
1721325791.2788675,500m,466m,1000Mi,430Mi,medium
1721325794.3231947,500m,466m,1000Mi,430Mi,medium
1721325797.368782,500m,466m,1000Mi,430Mi,medium
1721325800.4217439,500m,466m,1000Mi,430Mi,medium
1721325803.4669874,500m,466m,1000Mi,430Mi,medium
1721325806.5101087,500m,466m,1000Mi,430Mi,medium
1721325809.5519724,500m,466m,1000Mi,430Mi,medium
1721325812.64201,500m,466m,1000Mi,430Mi,medium
1721325815.6898806,500m,466m,1000Mi,430Mi,medium
1721325818.7375956,500m,466m,1000Mi,430Mi,medium
1721325821.7800386,500m,467m,1000Mi,430Mi,medium
1721325824.829977,500m,467m,1000Mi,430Mi,medium
